sequence_id,tof_prop_missing,gesture,pred_imu,pred_all
SEQ_055887,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_055892,0.0,Wave hello,Write name in air,Write name in air
SEQ_055900,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_055909,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_055920,0.0,Text on phone,Text on phone,Text on phone
SEQ_055925,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_055930,0.0,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_055950,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_055964,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055977,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055987,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_055993,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_055996,0.0,Text on phone,Text on phone,Text on phone
SEQ_056013,0.0,Wave hello,Wave hello,Wave hello
SEQ_056036,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_056037,0.0,Above ear - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056041,0.0,Forehead - scratch,Forehead - pull hairline,Forehead - pull hairline
SEQ_056045,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056047,0.0,Eyebrow - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_056054,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056070,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056071,1.0,Forehead - pull hairline,Above ear - pull hair,Write name in air
SEQ_056074,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056082,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_056086,0.0,Write name in air,Write name in air,Write name in air
SEQ_056087,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056096,0.2,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056102,0.2,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056108,0.0,Forehead - pull hairline,Cheek - pinch skin,Forehead - pull hairline
SEQ_056110,0.0,Text on phone,Text on phone,Text on phone
SEQ_056124,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_056143,0.0,Neck - scratch,Neck - pinch skin,Neck - pinch skin
SEQ_056150,0.0,Eyebrow - pull hair,Eyelash - pull hair,Forehead - scratch
SEQ_056164,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056166,0.0,Eyebrow - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_056178,0.2,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_056179,0.0,Forehead - pull hairline,Cheek - pinch skin,Eyebrow - pull hair
SEQ_056188,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056193,0.0,Scratch knee/leg skin,Write name on leg,Write name on leg
SEQ_056205,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056212,0.0,Eyebrow - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_056222,0.0,Forehead - scratch,Forehead - pull hairline,Forehead - scratch
SEQ_056225,0.0,Wave hello,Wave hello,Wave hello
SEQ_056233,0.0,Forehead - scratch,Forehead - scratch,Forehead - pull hairline
SEQ_056234,0.0,Wave hello,Wave hello,Wave hello
SEQ_056235,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_056246,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_056247,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056250,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_056255,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056266,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056278,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056286,0.0,Neck - scratch,Neck - pinch skin,Eyebrow - pull hair
SEQ_056299,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056304,0.0,Scratch knee/leg skin,Feel around in tray and pull out an object,Scratch knee/leg skin
SEQ_056322,0.0,Forehead - pull hairline,Above ear - pull hair,Forehead - pull hairline
SEQ_056344,0.0,Text on phone,Text on phone,Text on phone
SEQ_056359,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_056363,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_056369,0.0,Text on phone,Text on phone,Text on phone
SEQ_056372,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056376,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056382,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_056389,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_056391,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056399,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056408,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056418,1.0,Eyebrow - pull hair,Eyelash - pull hair,Neck - pinch skin
SEQ_056422,0.0,Wave hello,Wave hello,Wave hello
SEQ_056427,0.0,Neck - scratch,Eyebrow - pull hair,Neck - scratch
SEQ_056428,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056430,1.0,Eyebrow - pull hair,Above ear - pull hair,Neck - pinch skin
SEQ_056452,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_056454,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_056460,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056466,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_056469,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_056474,0.0,Eyebrow - pull hair,Forehead - scratch,Eyebrow - pull hair
SEQ_056484,0.2,Write name on leg,Write name on leg,Write name on leg
SEQ_056493,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_056508,0.0,Above ear - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_056523,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_056536,0.0,Text on phone,Text on phone,Text on phone
SEQ_056543,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056548,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056575,0.0,Text on phone,Text on phone,Text on phone
SEQ_056576,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056577,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_056582,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_056596,0.0,Neck - scratch,Neck - scratch,Cheek - pinch skin
SEQ_056604,0.0,Text on phone,Text on phone,Text on phone
SEQ_056609,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056615,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_056624,0.0,Wave hello,Wave hello,Wave hello
SEQ_056640,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_056644,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_056646,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_056648,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056666,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056670,0.0,Text on phone,Text on phone,Text on phone
SEQ_056683,0.0,Cheek - pinch skin,Eyebrow - pull hair,Cheek - pinch skin
SEQ_056689,0.0,Write name in air,Write name in air,Write name in air
SEQ_056706,0.0,Text on phone,Text on phone,Text on phone
SEQ_056707,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056713,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_056716,0.0,Forehead - pull hairline,Above ear - pull hair,Above ear - pull hair
SEQ_056722,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056725,0.0,Neck - pinch skin,Above ear - pull hair,Cheek - pinch skin
SEQ_056729,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056737,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_056747,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056775,0.0,Forehead - pull hairline,Above ear - pull hair,Eyebrow - pull hair
SEQ_056779,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_056780,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_056789,0.2,Eyelash - pull hair,Forehead - pull hairline,Forehead - pull hairline
SEQ_056803,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_056812,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056819,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056829,0.0,Text on phone,Text on phone,Text on phone
SEQ_056837,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056858,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_056861,0.0,Neck - pinch skin,Neck - pinch skin,Neck - pinch skin
SEQ_056864,0.0,Eyebrow - pull hair,Above ear - pull hair,Eyelash - pull hair
SEQ_056880,0.0,Above ear - pull hair,Cheek - pinch skin,Above ear - pull hair
SEQ_056885,0.0,Wave hello,Wave hello,Wave hello
SEQ_056930,0.2,Eyebrow - pull hair,Neck - pinch skin,Eyelash - pull hair
SEQ_056938,0.0,Above ear - pull hair,Neck - scratch,Above ear - pull hair
SEQ_056939,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056946,0.0,Eyelash - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_056948,0.0,Write name in air,Write name in air,Write name in air
SEQ_056949,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_056983,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_056990,0.0,Cheek - pinch skin,Neck - scratch,Cheek - pinch skin
SEQ_056996,0.2,Eyelash - pull hair,Neck - scratch,Cheek - pinch skin
SEQ_057001,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057004,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_057013,0.2,Above ear - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_057020,0.0,Wave hello,Wave hello,Wave hello
SEQ_057026,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_057033,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_057035,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_057036,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_057055,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_057082,0.0,Text on phone,Text on phone,Text on phone
SEQ_057087,0.0,Write name in air,Write name in air,Write name in air
SEQ_057099,0.0,Eyelash - pull hair,Cheek - pinch skin,Eyelash - pull hair
SEQ_057102,0.0,Eyelash - pull hair,Neck - scratch,Eyelash - pull hair
SEQ_057103,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_057117,0.0,Write name in air,Write name in air,Write name in air
SEQ_057118,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057124,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_057127,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057134,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057143,0.0,Text on phone,Text on phone,Text on phone
SEQ_057144,0.0,Forehead - pull hairline,Forehead - pull hairline,Eyebrow - pull hair
SEQ_057147,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057149,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057170,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057183,0.0,Neck - pinch skin,Cheek - pinch skin,Neck - pinch skin
SEQ_057188,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057190,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057193,1.0,Write name in air,Write name in air,Write name in air
SEQ_057194,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057198,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057206,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_057207,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_057218,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_057221,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_057225,0.0,Cheek - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_057232,0.0,Neck - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057257,0.0,Text on phone,Text on phone,Text on phone
SEQ_057266,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_057267,0.0,Cheek - pinch skin,Neck - pinch skin,Cheek - pinch skin
SEQ_057274,0.0,Neck - scratch,Neck - scratch,Neck - pinch skin
SEQ_057281,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyelash - pull hair
SEQ_057293,0.0,Eyebrow - pull hair,Above ear - pull hair,Forehead - pull hairline
SEQ_057296,0.0,Wave hello,Wave hello,Wave hello
SEQ_057315,0.0,Wave hello,Wave hello,Wave hello
SEQ_057326,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_057333,0.0,Write name in air,Write name in air,Write name in air
SEQ_057348,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_057350,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057361,0.0,Text on phone,Text on phone,Text on phone
SEQ_057362,0.0,Feel around in tray and pull out an object,Feel around in tray and pull out an object,Feel around in tray and pull out an object
SEQ_057364,0.2,Cheek - pinch skin,Eyelash - pull hair,Eyelash - pull hair
SEQ_057368,0.0,Neck - scratch,Neck - pinch skin,Eyelash - pull hair
SEQ_057371,0.0,Neck - scratch,Eyelash - pull hair,Eyelash - pull hair
SEQ_057372,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057381,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057383,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057415,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_057426,0.0,Eyelash - pull hair,Cheek - pinch skin,Cheek - pinch skin
SEQ_057429,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_057443,0.2,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057444,0.0,Above ear - pull hair,Neck - pinch skin,Above ear - pull hair
SEQ_057448,0.0,Wave hello,Wave hello,Wave hello
SEQ_057450,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057454,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_057455,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057456,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057461,0.0,Above ear - pull hair,Forehead - scratch,Forehead - scratch
SEQ_057468,0.0,Drink from bottle/cup,Drink from bottle/cup,Drink from bottle/cup
SEQ_057471,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_057477,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057480,0.0,Above ear - pull hair,Neck - pinch skin,Neck - pinch skin
SEQ_057487,0.0,Forehead - pull hairline,Above ear - pull hair,Forehead - pull hairline
SEQ_057497,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_057514,0.0,Neck - scratch,Neck - scratch,Neck - pinch skin
SEQ_057515,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057520,0.0,Text on phone,Text on phone,Text on phone
SEQ_057524,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057529,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057536,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_057547,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057548,0.0,Forehead - scratch,Forehead - pull hairline,Forehead - scratch
SEQ_057579,0.0,Forehead - scratch,Scratch knee/leg skin,Neck - scratch
SEQ_057589,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057603,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Cheek - pinch skin
SEQ_057604,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057609,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057617,0.0,Neck - scratch,Neck - pinch skin,Eyelash - pull hair
SEQ_057620,0.0,Glasses on/off,Glasses on/off,Glasses on/off
SEQ_057641,0.0,Forehead - scratch,Forehead - scratch,Forehead - scratch
SEQ_057642,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057651,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057658,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_057661,0.0,Cheek - pinch skin,Cheek - pinch skin,Eyelash - pull hair
SEQ_057686,0.0,Neck - pinch skin,Neck - pinch skin,Neck - scratch
SEQ_057693,0.0,Write name in air,Write name in air,Write name in air
SEQ_057699,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_057706,0.0,Neck - scratch,Above ear - pull hair,Neck - pinch skin
SEQ_057711,0.0,Forehead - scratch,Forehead - pull hairline,Forehead - pull hairline
SEQ_057723,0.0,Forehead - pull hairline,Forehead - scratch,Forehead - scratch
SEQ_057724,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_057741,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyebrow - pull hair
SEQ_057745,0.0,Neck - scratch,Neck - pinch skin,Neck - pinch skin
SEQ_057750,0.0,Write name on leg,Write name on leg,Write name on leg
SEQ_057752,0.0,Write name in air,Write name in air,Write name in air
SEQ_057756,0.0,Neck - pinch skin,Above ear - pull hair,Neck - pinch skin
SEQ_057762,0.0,Eyebrow - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_057768,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_057774,0.0,Wave hello,Wave hello,Wave hello
SEQ_057782,0.0,Eyelash - pull hair,Eyelash - pull hair,Eyelash - pull hair
SEQ_057791,0.0,Forehead - scratch,Cheek - pinch skin,Eyebrow - pull hair
SEQ_057808,0.0,Text on phone,Text on phone,Text on phone
SEQ_057816,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057828,0.0,Text on phone,Text on phone,Text on phone
SEQ_057834,0.0,Write name in air,Write name in air,Write name in air
SEQ_057842,0.0,Text on phone,Text on phone,Text on phone
SEQ_057845,0.0,Forehead - pull hairline,Forehead - pull hairline,Forehead - pull hairline
SEQ_057846,0.0,Neck - scratch,Neck - scratch,Neck - scratch
SEQ_057869,0.0,Eyelash - pull hair,Scratch knee/leg skin,Eyelash - pull hair
SEQ_057874,0.0,Above ear - pull hair,Above ear - pull hair,Above ear - pull hair
SEQ_057886,1.0,Write name in air,Write name in air,Write name in air
SEQ_057888,0.0,Eyebrow - pull hair,Eyebrow - pull hair,Eyebrow - pull hair
SEQ_057889,0.0,Wave hello,Wave hello,Wave hello
SEQ_057895,0.0,Pull air toward your face,Pull air toward your face,Pull air toward your face
SEQ_057897,0.0,Scratch knee/leg skin,Scratch knee/leg skin,Scratch knee/leg skin
SEQ_057903,0.0,Wave hello,Wave hello,Wave hello
SEQ_057909,0.0,Write name in air,Write name in air,Feel around in tray and pull out an object
SEQ_057910,0.0,Cheek - pinch skin,Cheek - pinch skin,Cheek - pinch skin
SEQ_057936,0.0,Pinch knee/leg skin,Pinch knee/leg skin,Pinch knee/leg skin
SEQ_057941,0.0,Neck - pinch skin,Above ear - pull hair,Above ear - pull hair
